,loss,accuracy,val_loss,val_accuracy
0,1.7576414346694946,0.5893338918685913,13.381256103515625,0.062172286212444305
1,0.5899954438209534,0.8351143598556519,14.196629524230957,0.08389513194561005
2,0.43126797676086426,0.8785578608512878,8.180434226989746,0.17677903175354004
3,0.35408762097358704,0.896834135055542,7.571866989135742,0.2456928789615631
4,0.3042617738246918,0.9086188077926636,12.370184898376465,0.12284643948078156
5,0.2760086953639984,0.9179067015647888,11.70217227935791,0.13333334028720856
6,0.24422994256019592,0.9259961843490601,10.593463897705078,0.13782770931720734
7,0.23001638054847717,0.9312893152236938,2.9473845958709717,0.5123595595359802
8,0.20925381779670715,0.9366822838783264,4.302245140075684,0.41198500990867615
9,0.19064472615718842,0.9428742527961731,3.590707302093506,0.4883895218372345
10,0.19932816922664642,0.9404773712158203,6.043682098388672,0.31910112500190735
11,0.17108339071273804,0.9486667513847351,3.5221481323242188,0.5048689246177673
12,0.16846749186515808,0.947867751121521,3.2474968433380127,0.527340829372406
13,0.16468334197998047,0.9493657946586609,3.272179365158081,0.5385767817497253
14,0.16056689620018005,0.949565589427948,3.925414800643921,0.4449438154697418
15,0.16572366654872894,0.9514631032943726,3.5527544021606445,0.5183520317077637
16,0.13640090823173523,0.9585538506507874,3.602102756500244,0.4861423075199127
17,0.150216206908226,0.9559572339057922,3.198538064956665,0.49513107538223267
18,0.1402253359556198,0.9563567638397217,3.9257800579071045,0.49438202381134033
19,0.1383020579814911,0.9573554396629333,1.521134376525879,0.7101123332977295
20,0.10584546625614166,0.967042863368988,2.071925401687622,0.6554307341575623
21,0.12264922261238098,0.961849570274353,1.523767352104187,0.7198501825332642
22,0.1248505637049675,0.9627484083175659,2.2256672382354736,0.6569288372993469
23,0.1195962205529213,0.9624488353729248,3.8708696365356445,0.5453183650970459
24,0.10431483387947083,0.968241274356842,2.588637590408325,0.6322097182273865
25,0.1084517389535904,0.9661440253257751,2.4766530990600586,0.63670414686203
26,0.1200559139251709,0.9622491002082825,3.6505467891693115,0.5370786786079407
27,0.10054516047239304,0.971137523651123,3.6611478328704834,0.5775281190872192
28,0.10989004373550415,0.9659442901611328,1.163163185119629,0.7917603254318237
29,0.0900934636592865,0.9720363616943359,3.423635721206665,0.5730336904525757
30,0.09485317021608353,0.9712374210357666,1.4469102621078491,0.727340817451477
31,0.08525414019823074,0.9726355671882629,3.3764872550964355,0.6119850277900696
32,0.09476947784423828,0.9731349349021912,1.4633105993270874,0.7573033571243286
33,0.07258979231119156,0.9766303896903992,1.3095238208770752,0.7835205793380737
34,0.08384214341640472,0.9739338755607605,1.2290793657302856,0.7797752618789673
35,0.09808515012264252,0.9708378911018372,1.4535601139068604,0.7647939920425415
36,0.08391056209802628,0.974033772945404,1.365294337272644,0.7835205793380737
37,0.07293234765529633,0.9786278009414673,1.04944908618927,0.7902621626853943
38,0.07990637421607971,0.9750324487686157,1.260408878326416,0.7850187420845032
39,0.08046717941761017,0.9752321839332581,1.2501598596572876,0.7887640595436096
40,0.07004774361848831,0.9763307571411133,1.3663599491119385,0.7745318412780762
41,0.07748813182115555,0.9769299626350403,2.0270893573760986,0.7033708095550537
42,0.07363268733024597,0.9773294925689697,1.3369280099868774,0.7737827897071838
43,0.06832761317491531,0.9793269038200378,1.1882522106170654,0.8037453293800354
44,0.0821826308965683,0.9735344052314758,1.1318848133087158,0.8209737539291382
45,0.07393156737089157,0.9757315516471863,1.166422963142395,0.7850187420845032
46,0.07056955248117447,0.9777289628982544,1.2056097984313965,0.7962546944618225
47,0.05325281247496605,0.9835214018821716,1.1322011947631836,0.8067415952682495
48,0.05571051687002182,0.9832218289375305,0.9879567623138428,0.8134831190109253
49,0.06893496215343475,0.9800259470939636,1.4068189859390259,0.7595505714416504
50,0.061816271394491196,0.9805253148078918,1.4733551740646362,0.7385767698287964
51,0.06622539460659027,0.9792270064353943,1.087412714958191,0.8097378015518188
52,0.058023951947689056,0.9807250499725342,1.002308964729309,0.8209737539291382
53,0.058273132890462875,0.9809247851371765,1.0081640481948853,0.810486912727356
54,0.056640394032001495,0.9832218289375305,1.4509696960449219,0.7700374722480774
55,0.05812681093811989,0.9809247851371765,1.1150139570236206,0.8089887499809265
56,0.046642135828733444,0.9858184456825256,1.003829836845398,0.8292135000228882
57,0.05039964243769646,0.9848197102546692,1.2567495107650757,0.7902621626853943
58,0.06191562861204147,0.9798262119293213,1.141271710395813,0.7970037460327148
59,0.0573544017970562,0.9812244176864624,0.9522484540939331,0.8434457182884216
60,0.06505841761827469,0.9812244176864624,0.9080235362052917,0.8314606547355652
61,0.04445858672261238,0.985418975353241,0.8538026213645935,0.8486891388893127
62,0.049710217863321304,0.9845201373100281,0.8386908173561096,0.8479400873184204
63,0.0454876609146595,0.9848197102546692,0.8499452471733093,0.8456928730010986
64,0.046372588723897934,0.9858184456825256,0.8334428668022156,0.8397004008293152
65,0.045303795486688614,0.9859182834625244,1.2700766324996948,0.8052434325218201
66,0.042107872664928436,0.9869170188903809,1.052786111831665,0.8239700198173523
67,0.046562835574150085,0.9846199750900269,1.8356564044952393,0.7453183531761169
68,0.05477768927812576,0.9827224612236023,1.3808255195617676,0.7902621626853943
69,0.06776490807533264,0.9793269038200378,1.304319143295288,0.7985018491744995
70,0.03905607387423515,0.9881154298782349,1.0091912746429443,0.8314606547355652
71,0.03233156353235245,0.9899131059646606,0.8838662505149841,0.846441924571991
72,0.04876911640167236,0.9855188131332397,0.8812350034713745,0.8456928730010986
73,0.040133628994226456,0.9864176511764526,1.0770845413208008,0.8382022380828857
74,0.05261474475264549,0.9840207695960999,1.8892662525177002,0.7528089880943298
75,0.05987214297056198,0.9810246825218201,1.485735535621643,0.7797752618789673
76,0.04503560811281204,0.986617386341095,1.270911455154419,0.7925093770027161
77,0.03750680759549141,0.9878158569335938,1.2446255683898926,0.8052434325218201
78,0.04619000852108002,0.9857185482978821,0.9965038299560547,0.8314606547355652
79,0.03614126890897751,0.9877159595489502,0.7092835903167725,0.854681670665741
80,0.03281768038868904,0.9906122088432312,0.7571590542793274,0.8584269881248474
81,0.047875553369522095,0.9844202399253845,1.0748087167739868,0.8052434325218201
82,0.035436809062957764,0.9892140030860901,0.8015020489692688,0.8471910357475281
83,0.0440688356757164,0.9859182834625244,1.2539715766906738,0.7962546944618225
84,0.04383908584713936,0.9869170188903809,1.1161071062088013,0.8254681825637817
85,0.04523264989256859,0.9855188131332397,0.8957976698875427,0.8367041349411011
86,0.03384056314826012,0.9890142679214478,0.7652486562728882,0.8689138293266296
87,0.036783427000045776,0.9879156947135925,0.9132155776023865,0.8486891388893127
88,0.04107547923922539,0.9857185482978821,0.7776930332183838,0.8479400873184204
89,0.039350345730781555,0.9870168566703796,1.007812261581421,0.8479400873184204
90,0.040931977331638336,0.9868171215057373,1.03947913646698,0.8209737539291382
91,0.03018311597406864,0.9905123114585876,0.8496208190917969,0.8509363532066345
92,0.04043900594115257,0.9846199750900269,1.6353157758712769,0.7408239841461182
93,0.040787044912576675,0.9870168566703796,1.1202632188796997,0.8172284364700317
94,0.0411728210747242,0.9868171215057373,0.7887411117553711,0.8539325594902039
95,0.032499268651008606,0.9900130033493042,0.7618108987808228,0.867415726184845
96,0.03123288042843342,0.9916108846664429,0.829415500164032,0.8471910357475281
97,0.03312627971172333,0.9904124736785889,0.7924188375473022,0.8554307222366333
98,0.031968921422958374,0.9898132681846619,0.8876232504844666,0.8539325594902039
99,0.03031650371849537,0.9897133708000183,1.012993574142456,0.8426966071128845
